date;region;visitors
2019-08-10;Piazza Verdi;6161.0
2019-08-11;Porta San Donato;11140.0
2019-08-11;Piazza Puntoni (Via Zamboni);2355.0
2019-08-12;Via Del Guasto;1320.0
2019-08-12;2 Torri (Inizio Portico Via Zamboni);8451.0
2019-08-13;Piazza Scaravilli;4215.0
2019-08-13;Palazzo Poggi;0.0
2019-08-14;Porta San Donato;11394.0
2019-08-14;Via San Giacomo;6612.0
2019-08-14;Piazza Verdi;6156.0
2019-08-15;Porta San Donato;9961.0
2019-08-15;Piazza Puntoni (Via Zamboni);2739.0
2019-08-15;Via San Giacomo;5619.0
2019-08-15;Via Del Guasto;1278.0
2019-08-15;Piazza Verdi;6488.0
2019-08-16;Porta San Donato;10797.0
2019-08-16;Piazza Verdi;6056.0
2019-08-16;Facoltà Di Giurisprudenza;6386.0
2019-08-16;2 Torri (Inizio Portico Via Zamboni);8867.0
2019-08-17;Piazza Scaravilli;1960.0
2019-08-18;Piazza Puntoni (Via Zamboni);2612.0
2019-08-18;Via Del Guasto;1273.0
2019-08-18;Piazza Rossini (Palazzo Malvezzi);5977.0
2019-08-19;Palazzo Poggi;0.0
2019-08-19;Facoltà Di Giurisprudenza;7124.0
2019-08-19;2 Torri (Inizio Portico Via Zamboni);9947.0
2019-08-20;Piazza Scaravilli;2333.0
2019-08-20;Via Del Guasto;1651.0
2019-08-20;Piazza Verdi;7389.0
2019-08-20;2 Torri (Inizio Portico Via Zamboni);9522.0
2019-08-21;Porta San Donato;12805.0
2019-08-21;Piazza Scaravilli;1462.0
2019-08-21;Via Del Guasto;1433.0
2019-08-21;Piazza Verdi;7378.0
2019-08-21;Facoltà Di Giurisprudenza;6514.0
2019-08-22;Via Del Guasto;1699.0
2019-08-22;2 Torri (Inizio Portico Via Zamboni);9079.0
2019-08-23;Porta San Donato;14400.0
2019-08-24;Via San Giacomo;5346.0
2019-08-24;Palazzo Poggi;0.0
2019-08-24;Piazza Verdi;8290.0
2019-08-24;Facoltà Di Giurisprudenza;8876.0
2019-08-25;Piazza Puntoni (Via Zamboni);3428.0
2019-08-25;Palazzo Poggi;0.0
2019-08-25;Facoltà Di Giurisprudenza;9729.0
2019-08-25;Piazza Rossini (Palazzo Malvezzi);8542.0
2019-08-26;Piazza Puntoni (Via Zamboni);5158.0
2019-08-26;Piazza Scaravilli;0.0
2019-08-26;Facoltà Di Giurisprudenza;9696.0
2019-08-26;Piazza Rossini (Palazzo Malvezzi);9215.0
2019-08-26;2 Torri (Inizio Portico Via Zamboni);11384.0
2019-08-27;Palazzo Poggi;5689.0
2019-08-27;Via Del Guasto;2966.0
2019-08-27;Piazza Verdi;11213.0
2019-08-28;Porta San Donato;19014.0
2019-08-28;Piazza Puntoni (Via Zamboni);6150.0
2019-08-28;Via San Giacomo;8794.0
2019-08-29;Porta San Donato;19411.0
2019-08-29;Piazza Puntoni (Via Zamboni);6911.0
2019-08-29;Piazza Verdi;12582.0
2019-08-29;Facoltà Di Giurisprudenza;11726.0
2019-08-30;Piazza Scaravilli;5454.0
2019-08-30;Piazza Rossini (Palazzo Malvezzi);11713.0
2019-08-31;2 Torri (Inizio Portico Via Zamboni);14689.0
2019-09-01;Piazza Verdi;11378.0
2019-09-01;Facoltà Di Giurisprudenza;10694.0
2019-09-01;2 Torri (Inizio Portico Via Zamboni);12329.0
2019-09-02;Palazzo Poggi;7938.0
2019-09-03;Via San Giacomo;14132.0
2019-09-03;Piazza Verdi;16343.0
2019-09-03;Facoltà Di Giurisprudenza;14329.0
2019-09-04;Piazza Scaravilli;8567.0
2019-09-04;Palazzo Poggi;9635.0
2019-09-04;Via Del Guasto;5812.0
2019-09-04;Facoltà Di Giurisprudenza;15215.0
2019-09-04;Piazza Rossini (Palazzo Malvezzi);16402.0
2019-09-05;Via San Giacomo;14975.0
2019-09-05;2 Torri (Inizio Portico Via Zamboni);15656.0
2019-09-06;Porta San Donato;25943.0
2019-09-06;Facoltà Di Giurisprudenza;13999.0
2019-09-07;Palazzo Poggi;0.0
2019-09-07;Piazza Rossini (Palazzo Malvezzi);16593.0
2019-09-08;Piazza Puntoni (Via Zamboni);6390.0
2019-09-08;Facoltà Di Giurisprudenza;15061.0
2019-09-08;Piazza Rossini (Palazzo Malvezzi);14538.0
2019-09-09;Porta San Donato;26607.0
2019-09-09;Piazza Puntoni (Via Zamboni);9599.0
2019-09-09;Via San Giacomo;15392.0
2019-09-09;Palazzo Poggi;11690.0
2019-09-09;Piazza Rossini (Palazzo Malvezzi);15988.0
2019-09-09;2 Torri (Inizio Portico Via Zamboni);15863.0
2019-09-10;Porta San Donato;28871.0
2019-09-10;Piazza Puntoni (Via Zamboni);11796.0
2019-09-10;Via Del Guasto;7715.0
2019-09-10;2 Torri (Inizio Portico Via Zamboni);19008.0
2019-09-11;Porta San Donato;28159.0
2019-09-11;Piazza Puntoni (Via Zamboni);11151.0
2019-09-11;Piazza Scaravilli;11007.0
2019-09-11;Via Del Guasto;7225.0
2019-09-11;Piazza Rossini (Palazzo Malvezzi);19107.0
2019-09-12;Porta San Donato;30298.0
2019-09-12;Piazza Scaravilli;11902.0
2019-09-13;Via San Giacomo;17866.0
2019-09-13;Palazzo Poggi;11185.0
2019-09-13;Via Del Guasto;7165.0
2019-09-13;Piazza Verdi;23179.0
2019-09-13;Facoltà Di Giurisprudenza;19139.0
2019-09-14;Porta San Donato;29025.0
2019-09-14;Piazza Puntoni (Via Zamboni);8215.0
2019-09-14;Piazza Scaravilli;7077.0
2019-09-14;Via Del Guasto;5604.0
2019-09-14;Piazza Verdi;22520.0
2019-09-14;Piazza Rossini (Palazzo Malvezzi);20431.0
2019-09-14;2 Torri (Inizio Portico Via Zamboni);22572.0
2019-09-15;Piazza Puntoni (Via Zamboni);6938.0
2019-09-15;Via Del Guasto;4839.0
2019-09-15;Piazza Rossini (Palazzo Malvezzi);16616.0
2019-09-15;2 Torri (Inizio Portico Via Zamboni);19687.0
2019-09-16;Via San Giacomo;20274.0
2019-09-16;Palazzo Poggi;15001.0
2019-09-16;Piazza Verdi;24280.0
2019-09-16;Facoltà Di Giurisprudenza;19234.0
2019-09-16;2 Torri (Inizio Portico Via Zamboni);17189.0
2019-09-17;Porta San Donato;31555.0
2019-09-17;Palazzo Poggi;17508.0
2019-09-17;Via Del Guasto;9472.0
2019-09-17;Piazza Verdi;25283.0
2019-09-18;Piazza Puntoni (Via Zamboni);13172.0
2019-09-18;Via San Giacomo;21531.0
2019-09-18;Facoltà Di Giurisprudenza;20164.0
2019-09-18;2 Torri (Inizio Portico Via Zamboni);18128.0
2019-09-19;Piazza Puntoni (Via Zamboni);12377.0
2019-09-19;Via San Giacomo;21607.0
2019-09-19;Palazzo Poggi;15673.0
2019-09-19;Via Del Guasto;8467.0
2019-09-19;Piazza Verdi;24816.0
2019-09-19;Facoltà Di Giurisprudenza;19302.0
2019-09-19;2 Torri (Inizio Portico Via Zamboni);18165.0
2019-09-20;Piazza Puntoni (Via Zamboni);13200.0
2019-09-20;Via San Giacomo;23302.0
2019-09-20;Palazzo Poggi;15341.0
2019-09-20;2 Torri (Inizio Portico Via Zamboni);19778.0
2019-09-21;Piazza Puntoni (Via Zamboni);9526.0
2019-09-21;Via San Giacomo;15688.0
2019-09-21;Palazzo Poggi;0.0
2019-09-21;Facoltà Di Giurisprudenza;22822.0
2019-09-21;Piazza Rossini (Palazzo Malvezzi);23465.0
2019-09-21;2 Torri (Inizio Portico Via Zamboni);23035.0
2019-09-22;Piazza Puntoni (Via Zamboni);7112.0
2019-09-22;Piazza Scaravilli;8123.0
2019-09-22;Via Del Guasto;4807.0
2019-09-22;Facoltà Di Giurisprudenza;16355.0
2019-09-23;Porta San Donato;33932.0
2019-09-23;Palazzo Poggi;21821.0
2019-09-23;Via Del Guasto;11435.0
2019-09-23;Piazza Verdi;27444.0
2019-09-24;Porta San Donato;35634.0
2019-09-24;Piazza Puntoni (Via Zamboni);15632.0
2019-09-24;Piazza Verdi;30756.0
2019-09-25;Piazza Scaravilli;21136.0
2019-09-25;Palazzo Poggi;19993.0
2019-09-25;Piazza Verdi;29249.0
2019-09-26;Via San Giacomo;23849.0
2019-09-26;Piazza Scaravilli;16201.0
2019-09-26;Via Del Guasto;11389.0
2019-09-26;Piazza Verdi;31573.0
2019-09-26;Facoltà Di Giurisprudenza;23547.0
2019-09-26;2 Torri (Inizio Portico Via Zamboni);20709.0
2019-09-28;Piazza Verdi;34373.0
2019-09-29;Piazza Puntoni (Via Zamboni);8700.0
2019-09-29;Via San Giacomo;15541.0
2019-09-29;Piazza Scaravilli;7827.0
2019-09-29;Piazza Rossini (Palazzo Malvezzi);23728.0
2019-09-30;Piazza Puntoni (Via Zamboni);14889.0
2019-09-30;2 Torri (Inizio Portico Via Zamboni);19601.0
2019-10-01;Via San Giacomo;27385.0
2019-10-01;Palazzo Poggi;22331.0
2019-10-01;Piazza Verdi;31618.0
2019-10-01;Piazza Rossini (Palazzo Malvezzi);28469.0
2019-10-02;Facoltà Di Giurisprudenza;23328.0
2019-10-04;Piazza Puntoni (Via Zamboni);8440.0
2019-10-04;Via Del Guasto;6193.0
2019-10-04;Piazza Rossini (Palazzo Malvezzi);22283.0
2019-10-04;2 Torri (Inizio Portico Via Zamboni);22523.0
2019-10-05;2 Torri (Inizio Portico Via Zamboni);25683.0
2019-10-06;Piazza Puntoni (Via Zamboni);8612.0
2019-10-06;Palazzo Poggi;0.0
2019-10-06;Facoltà Di Giurisprudenza;21410.0
2019-10-07;Piazza Verdi;29534.0
2019-10-08;Piazza Puntoni (Via Zamboni);16049.0
2019-10-08;Via San Giacomo;26680.0
2019-10-08;Piazza Scaravilli;19078.0
2019-10-08;Facoltà Di Giurisprudenza;21654.0
2019-10-09;Piazza Puntoni (Via Zamboni);16941.0
2019-10-09;Via San Giacomo;29069.0
2019-10-09;Palazzo Poggi;22554.0
2019-10-09;Piazza Verdi;32918.0
2019-10-09;Piazza Rossini (Palazzo Malvezzi);30160.0
2019-10-10;Via San Giacomo;26041.0
2019-10-10;Facoltà Di Giurisprudenza;23989.0
2019-10-10;Piazza Rossini (Palazzo Malvezzi);27694.0
2019-10-11;Porta San Donato;38492.0
2019-10-11;Piazza Verdi;33130.0
2019-10-11;2 Torri (Inizio Portico Via Zamboni);22449.0
2019-10-12;Piazza Puntoni (Via Zamboni);12818.0
2019-10-12;Palazzo Poggi;0.0
2019-10-14;Piazza Puntoni (Via Zamboni);15272.0
2019-10-14;Via San Giacomo;25049.0
2019-10-14;Palazzo Poggi;20060.0
2019-10-14;Via Del Guasto;12053.0
2019-10-14;Piazza Rossini (Palazzo Malvezzi);24797.0
2019-10-15;Porta San Donato;34963.0
2019-10-15;Piazza Puntoni (Via Zamboni);15673.0
2019-10-15;Via Del Guasto;13178.0
2019-10-15;Piazza Verdi;29420.0
2019-10-15;Facoltà Di Giurisprudenza;20458.0
2019-10-16;Porta San Donato;37391.0
2019-10-16;Piazza Puntoni (Via Zamboni);17872.0
2019-10-16;Via San Giacomo;28926.0
2019-10-16;Piazza Scaravilli;21594.0
2019-10-16;Palazzo Poggi;22017.0
2019-10-16;Via Del Guasto;14796.0
2019-10-16;Facoltà Di Giurisprudenza;23292.0
2019-10-17;Piazza Puntoni (Via Zamboni);15829.0
2019-10-17;Via San Giacomo;27539.0
2019-10-17;Piazza Scaravilli;18633.0
2019-10-18;Piazza Scaravilli;19917.0
2019-10-18;Palazzo Poggi;17981.0
2019-10-18;Facoltà Di Giurisprudenza;24858.0
2019-10-19;Piazza Scaravilli;13084.0
2019-10-19;Via Del Guasto;11117.0
2019-10-19;Piazza Rossini (Palazzo Malvezzi);31666.0
2019-10-19;2 Torri (Inizio Portico Via Zamboni);28835.0
2019-10-20;Piazza Scaravilli;9701.0
2019-10-20;Via Del Guasto;6827.0
2019-10-20;Piazza Verdi;25948.0
2019-10-20;Facoltà Di Giurisprudenza;21415.0
2019-10-21;Piazza Puntoni (Via Zamboni);15062.0
2019-10-21;2 Torri (Inizio Portico Via Zamboni);18162.0
2019-10-22;Piazza Puntoni (Via Zamboni);15143.0
2019-10-22;Via San Giacomo;25295.0
2019-10-22;Palazzo Poggi;19249.0
2019-10-22;Facoltà Di Giurisprudenza;20888.0
2019-10-23;Piazza Puntoni (Via Zamboni);15474.0
2019-10-23;Via San Giacomo;26566.0
2019-10-23;Palazzo Poggi;20005.0
2019-10-23;Piazza Verdi;32250.0
2019-10-24;Via San Giacomo;25018.0
2019-10-24;Piazza Scaravilli;16879.0
2019-10-24;Palazzo Poggi;17509.0
2019-10-24;Via Del Guasto;11808.0
2019-10-24;Piazza Verdi;26484.0
2019-10-24;Piazza Rossini (Palazzo Malvezzi);22577.0
2019-10-25;Piazza Verdi;31823.0
2019-10-25;Facoltà Di Giurisprudenza;23846.0
2019-10-26;Porta San Donato;39933.0
2019-10-26;Via Del Guasto;10728.0
2019-10-27;Piazza Puntoni (Via Zamboni);9864.0
2019-10-27;Via San Giacomo;19116.0
2019-10-27;Palazzo Poggi;0.0
2019-10-27;Via Del Guasto;8008.0
2019-10-27;Facoltà Di Giurisprudenza;23693.0
2019-10-28;Palazzo Poggi;19772.0
2019-10-28;Piazza Verdi;29117.0
2019-10-28;2 Torri (Inizio Portico Via Zamboni);17605.0
2019-10-29;Piazza Puntoni (Via Zamboni);15913.0
2019-10-29;Via San Giacomo;25661.0
2019-10-29;Piazza Scaravilli;17560.0
2019-10-29;Facoltà Di Giurisprudenza;22486.0
2019-10-29;2 Torri (Inizio Portico Via Zamboni);18765.0
2019-10-30;Piazza Puntoni (Via Zamboni);14901.0
2019-10-30;Piazza Scaravilli;17845.0
2019-10-30;Piazza Verdi;29526.0
2019-10-30;Piazza Rossini (Palazzo Malvezzi);25411.0
2019-10-31;Via San Giacomo;23031.0
2019-10-31;Piazza Scaravilli;15451.0
2019-10-31;Piazza Verdi;28667.0
2019-10-31;2 Torri (Inizio Portico Via Zamboni);1184.0
2019-11-01;Via San Giacomo;20117.0
2019-11-02;Piazza Puntoni (Via Zamboni);9524.0
2019-11-02;Via San Giacomo;15959.0
2019-11-02;Via Del Guasto;6610.0
2019-11-02;Facoltà Di Giurisprudenza;24129.0
2019-11-03;Porta San Donato;24503.0
2019-11-03;Via San Giacomo;16328.0
2019-11-03;Palazzo Poggi;0.0
2019-11-03;Via Del Guasto;5090.0
2019-11-03;Piazza Verdi;18738.0
2019-11-04;Piazza Scaravilli;13284.0
2019-11-04;Facoltà Di Giurisprudenza;18009.0
2019-11-05;Piazza Puntoni (Via Zamboni);13489.0
2019-11-05;Facoltà Di Giurisprudenza;18429.0
2019-11-06;2 Torri (Inizio Portico Via Zamboni);0.0
2019-11-07;Piazza Puntoni (Via Zamboni);14964.0
2019-11-07;Facoltà Di Giurisprudenza;20894.0
2019-11-07;Piazza Rossini (Palazzo Malvezzi);24842.0
2019-11-08;Via San Giacomo;22927.0
2019-11-09;Porta San Donato;37440.0
2019-11-09;Piazza Puntoni (Via Zamboni);11251.0
2019-11-09;Piazza Verdi;32960.0
2019-11-10;Porta San Donato;27416.0
2019-11-10;Piazza Puntoni (Via Zamboni);8732.0
2019-11-10;Via San Giacomo;16041.0
2019-11-10;Piazza Verdi;26846.0
2019-11-10;Piazza Rossini (Palazzo Malvezzi);20896.0
2019-11-11;Piazza Puntoni (Via Zamboni);12843.0
2019-11-11;Piazza Verdi;23471.0
2019-11-12;Facoltà Di Giurisprudenza;15152.0
2019-11-14;Piazza Puntoni (Via Zamboni);15357.0
2019-11-14;Piazza Scaravilli;0.0
2019-11-14;Palazzo Poggi;11770.0
2019-11-15;Porta San Donato;33810.0
2019-11-15;Palazzo Poggi;16100.0
2019-11-15;Via Del Guasto;10536.0
2019-11-15;Piazza Verdi;26825.0
2019-11-16;Piazza Scaravilli;0.0
2019-11-16;Piazza Verdi;27990.0
2019-11-16;Facoltà Di Giurisprudenza;23905.0
2019-11-16;2 Torri (Inizio Portico Via Zamboni);0.0
2019-11-17;Palazzo Poggi;0.0
2019-11-17;Piazza Rossini (Palazzo Malvezzi);18466.0
2019-11-18;Facoltà Di Giurisprudenza;15571.0
2019-11-19;Porta San Donato;32073.0
2019-11-19;Piazza Puntoni (Via Zamboni);13685.0
2019-11-19;Piazza Rossini (Palazzo Malvezzi);20723.0
2019-11-19;2 Torri (Inizio Portico Via Zamboni);0.0
2019-11-20;Porta San Donato;33967.0
2019-11-20;Piazza Scaravilli;0.0
2019-11-21;Piazza Puntoni (Via Zamboni);13821.0
2019-11-21;2 Torri (Inizio Portico Via Zamboni);0.0
2019-11-22;Piazza Scaravilli;0.0
2019-11-22;Piazza Rossini (Palazzo Malvezzi);25505.0
2019-11-23;Piazza Scaravilli;0.0
2019-11-23;Piazza Verdi;31300.0
2019-11-23;2 Torri (Inizio Portico Via Zamboni);0.0
2019-11-24;Via San Giacomo;14649.0
2019-11-24;Piazza Rossini (Palazzo Malvezzi);19730.0
2019-11-25;Piazza Scaravilli;0.0
2019-11-25;Via Del Guasto;10903.0
2019-11-26;Via San Giacomo;22769.0
2019-11-26;Palazzo Poggi;19009.0
2019-11-26;Piazza Rossini (Palazzo Malvezzi);22936.0
2019-11-26;2 Torri (Inizio Portico Via Zamboni);0.0
2019-11-27;Porta San Donato;32511.0
2019-11-27;Piazza Rossini (Palazzo Malvezzi);22224.0
2019-11-28;Porta San Donato;38238.0
2019-11-28;Piazza Puntoni (Via Zamboni);16462.0
2019-11-28;Piazza Scaravilli;0.0
2019-11-28;Piazza Verdi;31275.0
2019-11-28;Facoltà Di Giurisprudenza;22623.0
2019-11-28;Piazza Rossini (Palazzo Malvezzi);26752.0
2019-11-28;2 Torri (Inizio Portico Via Zamboni);0.0
2019-11-29;Via San Giacomo;24417.0
2019-11-29;Via Del Guasto;11489.0
2019-11-30;Via San Giacomo;15452.0
2019-11-30;Piazza Scaravilli;0.0
2019-11-30;2 Torri (Inizio Portico Via Zamboni);0.0
2019-12-01;Porta San Donato;24239.0
2019-12-01;Via San Giacomo;12019.0
2019-12-01;Piazza Scaravilli;0.0
2019-12-02;Piazza Puntoni (Via Zamboni);9767.0
2019-12-02;Via Del Guasto;7896.0
2019-12-03;Piazza Puntoni (Via Zamboni);11862.0
2019-12-03;Piazza Verdi;21422.0
2019-12-03;Facoltà Di Giurisprudenza;15840.0
2019-12-04;Piazza Puntoni (Via Zamboni);11384.0
2019-12-04;Via Del Guasto;9719.0
2019-12-04;Piazza Verdi;21150.0
2019-12-04;Piazza Rossini (Palazzo Malvezzi);17634.0
2019-12-04;2 Torri (Inizio Portico Via Zamboni);0.0
2019-12-05;Porta San Donato;28086.0
2019-12-05;Via San Giacomo;18940.0
2019-12-06;Piazza Puntoni (Via Zamboni);11403.0
2019-12-06;Via Del Guasto;8801.0
2019-12-06;Facoltà Di Giurisprudenza;17276.0
2019-12-07;Via San Giacomo;15527.0
2019-12-07;Piazza Scaravilli;0.0
2019-12-07;Palazzo Poggi;4321.0
2019-12-07;2 Torri (Inizio Portico Via Zamboni);0.0
2019-12-08;Piazza Puntoni (Via Zamboni);7128.0
2019-12-08;Via San Giacomo;11950.0
2019-12-08;Piazza Scaravilli;0.0
2019-12-08;Facoltà Di Giurisprudenza;17941.0
2019-12-09;Piazza Puntoni (Via Zamboni);10022.0
2019-12-09;Via San Giacomo;15981.0
2019-12-09;Piazza Scaravilli;0.0
2019-12-09;Palazzo Poggi;12657.0
2019-12-09;Via Del Guasto;8590.0
2019-12-09;Piazza Verdi;18871.0
2019-12-09;Piazza Rossini (Palazzo Malvezzi);15489.0
2019-12-09;2 Torri (Inizio Portico Via Zamboni);0.0
2019-12-10;Piazza Scaravilli;0.0
2019-12-10;Palazzo Poggi;13112.0
2019-12-10;Facoltà Di Giurisprudenza;14900.0
2019-12-10;Piazza Rossini (Palazzo Malvezzi);16788.0
2019-12-11;Porta San Donato;27047.0
2019-12-11;Piazza Puntoni (Via Zamboni);10625.0
2019-12-11;Piazza Scaravilli;0.0
2019-12-11;Via Del Guasto;9167.0
2019-12-11;Piazza Rossini (Palazzo Malvezzi);17235.0
2019-12-12;Piazza Puntoni (Via Zamboni);10651.0
2019-12-12;Via San Giacomo;16306.0
2019-12-12;Piazza Scaravilli;0.0
2019-12-12;Via Del Guasto;7752.0
2019-12-12;Piazza Rossini (Palazzo Malvezzi);15600.0
2019-12-13;Piazza Puntoni (Via Zamboni);10139.0
2019-12-13;Piazza Scaravilli;0.0
2019-12-13;Palazzo Poggi;10793.0
2019-12-13;Via Del Guasto;7387.0
2019-12-13;Piazza Verdi;18018.0
2019-12-13;Facoltà Di Giurisprudenza;13755.0
2019-12-13;Piazza Rossini (Palazzo Malvezzi);15479.0
2019-12-13;2 Torri (Inizio Portico Via Zamboni);0.0
2019-12-14;Via San Giacomo;13494.0
2019-12-14;Piazza Rossini (Palazzo Malvezzi);19260.0
2019-12-14;2 Torri (Inizio Portico Via Zamboni);0.0
2019-12-15;Porta San Donato;23846.0
2019-12-15;Via San Giacomo;11259.0
2019-12-15;Piazza Scaravilli;0.0
2019-12-15;2 Torri (Inizio Portico Via Zamboni);0.0
2019-12-16;Palazzo Poggi;12775.0
2019-12-16;Piazza Verdi;19129.0
2019-12-16;Piazza Rossini (Palazzo Malvezzi);16645.0
2019-12-16;2 Torri (Inizio Portico Via Zamboni);0.0
2019-12-17;Porta San Donato;27434.0
2019-12-17;Via San Giacomo;15536.0
2019-12-17;Palazzo Poggi;12470.0
